<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
EIB,20210402,20.35,20.55,20.2,20.4,1290800
CTG,20210402,41.5,41.55,41.0,41.3,12198800
BID,20210402,44.4,45.5,44.05,45.0,5794100
ACB,20210402,34.2,35.0,34.0,34.65,13979400
CHDB2007,20210402,3.42,3.47,3.38,3.44,715600
CHDB2008,20210402,2.15,2.26,2.15,2.24,337900
CHDB2101,20210402,1.71,1.83,1.71,1.83,58000
CMBB2010,20210402,13.5,14.23,13.5,13.9,241200
CMBB2101,20210402,3.61,3.66,3.56,3.6,158700
CSTB2007,20210402,5.4,6.0,5.4,5.89,622500
CSTB2010,20210402,4.9,5.51,4.9,5.41,570300
CSTB2014,20210402,9.93,11.2,9.93,10.9,425400
CSTB2016,20210402,3.75,4.39,3.75,4.3,484700
CSTB2017,20210402,5.9,7.5,5.9,7.45,220300
CSTB2101,20210402,2.67,3.1,2.67,3.03,349500
CSTB2102,20210402,5.4,6.3,5.4,5.55,223000
CSTB2103,20210402,3.2,3.3,3.15,3.29,638600
CTCB2012,20210402,20.0,20.6,19.8,19.91,127600
CTCB2013,20210402,19.9,19.9,18.31,18.31,13800
CTCB2101,20210402,13.5,13.8,13.4,13.5,293100
CTCB2102,20210402,4.99,5.1,4.79,4.79,53900
CTCB2103,20210402,6.15,6.15,5.51,5.65,126700
CVPB2011,20210402,11.09,11.29,11.09,11.29,2000
CVPB2013,20210402,18.55,19.2,18.51,19.2,6700
CVPB2015,20210402,21.06,21.31,20.68,20.68,20200
CVPB2016,20210402,19.6,19.8,19.08,19.8,25900
CVPB2101,20210402,5.1,5.19,4.96,5.04,113800
CVPB2102,20210402,5.5,5.7,5.3,5.5,136600
CVPB2103,20210402,5.82,6.02,5.82,5.93,186500
STB,20210402,21.9,22.95,21.8,22.6,56039200
VPB,20210401,44.65,46.1,44.4,45.9,5147000
VIB,20210401,48.95,50.0,48.4,49.9,992400
VCB,20210401,95.2,97.7,95.2,96.9,2697600
TPB,20210401,27.85,28.15,27.75,28.0,4129700
TCB,20210401,40.5,41.0,40.25,41.0,11065800
SSB,20210401,28.1,28.2,27.1,28.2,3793500
STB,20210401,21.4,21.65,21.1,21.6,33202800
OCB,20210401,24.15,24.55,24.15,24.5,4940400
MSB,20210401,21.85,22.15,21.85,22.15,5410400
LPB,20210401,17.35,17.5,17.25,17.4,6056600
MBB,20210401,28.25,29.2,28.2,29.2,19588200
HDB,20210401,26.6,26.9,26.4,26.8,3531500
EIB,20210401,20.85,20.85,20.2,20.3,854700
CTG,20210401,40.3,41.35,40.3,41.05,18695800
BID,20210401,43.0,44.0,43.0,43.95,3706500
ACB,20210401,33.45,33.85,33.3,33.85,10439300
CEIB2001,20210401,0.4,0.4,0.33,0.39,38200
CHDB2007,20210401,3.23,3.35,3.19,3.35,590800
CHDB2008,20210401,2.01,2.15,2.0,2.15,220100
CHDB2101,20210401,1.84,1.84,1.7,1.71,6500
CMBB2010,20210401,12.85,13.3,12.7,13.3,262600
CMBB2101,20210401,3.37,3.48,3.35,3.48,209700
CSTB2006,20210401,3.73,3.96,3.73,3.9,76600
CSTB2007,20210401,5.27,5.46,5.11,5.35,494800
CSTB2010,20210401,4.8,4.9,4.72,4.9,89700
CSTB2014,20210401,9.7,9.93,9.26,9.93,272300
CSTB2016,20210401,3.75,3.75,3.57,3.75,229800
CSTB2017,20210401,6.1,6.5,6.02,6.3,101200
CSTB2101,20210401,2.69,2.69,2.59,2.67,22000
CSTB2102,20210401,5.5,5.5,4.9,5.15,93200
CSTB2103,20210401,3.19,3.19,2.95,3.15,317400
CTCB2012,20210401,19.1,19.72,19.1,19.72,185300
CTCB2013,20210401,17.6,18.06,17.59,18.06,85700
CTCB2101,20210401,13.2,13.5,13.0,13.5,423700
CTCB2102,20210401,4.59,4.7,4.56,4.7,63400
CTCB2103,20210401,5.25,5.56,5.25,5.5,95100
CVPB2011,20210401,10.5,11.2,10.5,10.9,36800
CVPB2013,20210401,17.5,18.5,17.5,18.0,24900
CVPB2015,20210401,19.47,20.9,19.47,20.73,53300
CVPB2016,20210401,17.9,19.1,17.86,19.1,25200
CVPB2017,20210401,1.35,1.41,1.35,1.41,195600
CVPB2101,20210401,4.75,4.99,4.75,4.96,74700
CVPB2102,20210401,4.82,5.35,4.82,5.3,132700
CVPB2103,20210401,5.3,6.0,5.3,5.82,126100
VPB,20210331,44.2,44.95,44.2,44.65,2875600
VIB,20210331,46.9,49.3,46.9,48.4,1462600
VCB,20210331,94.5,95.1,94.1,94.8,944600
TPB,20210331,27.8,28.05,27.65,27.85,2172200
TCB,20210331,40.2,40.95,40.05,40.4,10304100
SSB,20210331,28.15,28.15,27.2,28.15,4138700
STB,20210331,21.45,21.9,21.25,21.45,56674000
OCB,20210331,24.2,24.3,24.05,24.15,2303700
MSB,20210331,21.65,22.05,21.3,21.85,6208800
LPB,20210331,17.4,17.6,17.0,17.35,11121800
MBB,20210331,28.35,28.55,28.1,28.15,10510400
HDB,20210331,26.6,26.8,26.3,26.4,3883700
EIB,20210331,19.65,20.7,19.5,20.1,2160100
CTG,20210331,40.4,40.85,40.0,40.15,11841600
BID,20210331,42.95,43.45,42.8,42.95,2170100
ACB,20210331,33.5,33.8,33.25,33.3,4986100
CEIB2001,20210331,0.31,0.42,0.31,0.39,108600
CHDB2007,20210331,3.22,3.29,3.15,3.25,610100
CHDB2008,20210331,1.97,2.1,1.97,1.98,404300
CHDB2101,20210331,1.85,1.85,1.77,1.77,34000
CMBB2010,20210331,12.82,12.83,12.61,12.81,244800
CMBB2101,20210331,3.5,3.5,3.34,3.37,118600
CSTB2006,20210331,3.88,4.35,3.88,3.99,88600
CSTB2007,20210331,5.2,5.49,5.17,5.27,1131800
CSTB2010,20210331,5.1,5.1,4.74,4.85,258600
CSTB2014,20210331,8.95,10.2,8.95,9.7,411300
CSTB2016,20210331,4.0,4.0,3.6,3.75,707100
CSTB2017,20210331,6.5,6.5,5.9,6.2,227300
CSTB2101,20210331,2.9,2.99,2.69,2.69,179200
CSTB2102,20210331,5.5,5.7,4.5,5.1,291400
CSTB2103,20210331,3.05,3.3,3.05,3.19,744000
CTCB2012,20210331,19.3,19.68,18.68,19.04,397900
CTCB2013,20210331,18.0,18.07,17.35,17.53,487900
CTCB2101,20210331,13.5,13.8,13.0,13.0,137800
CTCB2102,20210331,4.9,4.9,4.5,4.59,63400
CTCB2103,20210331,5.51,5.55,5.3,5.45,345500
CVPB2011,20210331,10.79,10.79,10.47,10.47,200
CVPB2013,20210331,17.5,17.63,17.1,17.1,31000
CVPB2015,20210331,19.9,19.9,19.19,19.39,20200
CVPB2016,20210331,17.88,18.0,17.54,17.94,28600
CVPB2017,20210331,1.42,1.42,1.33,1.33,56800
CVPB2101,20210331,4.9,4.9,4.59,4.76,27800
CVPB2102,20210331,4.99,5.1,4.0,4.8,144800
CVPB2103,20210331,5.42,5.55,5.29,5.41,147300
VPB,20210330,44.8,45.25,44.2,44.95,3701300
VCB,20210330,95.3,95.3,94.1,94.8,1748700
VIB,20210330,44.0,46.5,44.0,46.4,1177200
TPB,20210330,27.5,27.8,27.4,27.8,2611900
TCB,20210330,39.7,40.4,39.45,40.05,10768300
SSB,20210330,26.35,26.35,26.25,26.35,1896300
STB,20210330,19.25,20.5,19.0,20.5,99978500
OCB,20210330,24.05,24.15,23.85,24.1,3200900
LPB,20210330,16.5,17.3,16.35,17.3,21012600
MBB,20210330,28.25,28.7,27.95,28.3,13184900
MSB,20210330,21.65,21.7,21.3,21.65,3757300
HDB,20210330,26.1,26.35,25.85,26.2,4092000
EIB,20210330,18.9,19.7,18.85,19.5,1753400
CTG,20210330,40.3,40.8,39.85,40.4,11152600
ACB,20210330,33.1,33.5,32.75,33.3,8053200
BID,20210330,43.0,43.05,42.3,42.85,2304200
CEIB2001,20210330,0.24,0.32,0.24,0.31,72700
CHDB2007,20210330,3.06,3.16,3.01,3.12,861200
CHDB2008,20210330,1.87,2.01,1.83,1.96,168500
CHDB2101,20210330,1.73,1.73,1.5,1.72,27100
CMBB2009,20210330,6.51,6.6,6.48,6.6,36200
CMBB2010,20210330,12.6,13.0,12.36,12.82,400600
CMBB2101,20210330,3.4,3.45,3.34,3.42,268600
CSTB2006,20210330,3.38,3.9,3.09,3.88,207100
CSTB2007,20210330,4.18,4.81,4.14,4.81,1399500
CSTB2010,20210330,3.95,4.6,3.95,4.6,500600
CSTB2012,20210330,6.1,7.0,6.0,6.65,358000
CSTB2014,20210330,7.58,8.88,7.55,8.88,725500
CSTB2016,20210330,2.54,3.45,2.54,3.45,559500
CSTB2017,20210330,4.19,5.4,4.1,5.2,298500
CSTB2101,20210330,2.24,2.79,2.24,2.7,139200
CSTB2102,20210330,3.38,4.63,3.2,4.63,559000
CSTB2103,20210330,2.53,3.05,2.45,2.95,952800
CTCB2010,20210330,8.27,9.1,8.27,9.03,179300
CTCB2012,20210330,18.55,19.16,18.2,18.8,102400
CTCB2013,20210330,16.95,17.5,16.65,17.28,32800
CTCB2101,20210330,12.7,13.4,12.5,13.4,122500
CTCB2102,20210330,4.68,4.68,4.32,4.54,54200
CTCB2103,20210330,5.39,5.57,5.26,5.5,348100
CVPB2011,20210330,10.33,10.79,10.3,10.79,19600
CVPB2012,20210330,10.25,10.5,10.25,10.5,3600
CVPB2013,20210330,17.0,17.5,17.0,17.5,7700
CVPB2015,20210330,19.35,20.08,19.25,19.79,46100
CVPB2016,20210330,17.77,18.37,17.65,18.3,60400
CVPB2017,20210330,1.32,1.4,1.32,1.4,71100
CVPB2101,20210330,5.0,5.0,3.99,4.78,17300
CVPB2102,20210330,4.8,5.05,4.72,4.82,118800
CVPB2103,20210330,5.26,5.55,5.26,5.42,173800
VPB,20210329,43.5,44.5,43.05,44.5,2731800
VCB,20210329,95.2,95.8,93.5,95.3,1195800
VIB,20210329,43.3,43.95,43.25,43.95,249800
TPB,20210329,27.1,27.4,26.85,27.4,2164500
TCB,20210329,39.7,39.75,39.15,39.55,8380600
SSB,20210329,24.65,24.65,24.0,24.65,3992200
STB,20210329,19.05,19.25,18.9,19.2,36995400
MSB,20210329,21.6,21.7,21.3,21.65,6127400
OCB,20210329,23.55,24.1,23.55,23.95,3597100
LPB,20210329,15.95,16.4,15.85,16.4,12544700
MBB,20210329,27.65,28.3,27.5,28.25,16883500
HDB,20210329,26.0,26.2,25.7,26.0,3149300
EIB,20210329,19.0,19.0,18.55,18.9,367700
CTG,20210329,39.6,40.05,39.3,40.0,11589800
BID,20210329,42.5,42.65,42.15,42.55,1347900
ACB,20210329,32.9,33.1,32.4,33.0,6981300
CEIB2001,20210329,0.49,0.49,0.3,0.35,68900
CHDB2007,20210329,3.2,3.2,2.96,3.05,293200
CHDB2008,20210329,2.0,2.0,1.88,1.98,46300
CHDB2101,20210329,1.7,1.79,1.5,1.72,5800
CMBB2009,20210329,6.2,6.52,6.2,6.52,87800
CMBB2010,20210329,12.45,12.64,11.91,12.63,392400
CMBB2101,20210329,3.24,3.4,3.24,3.38,95000
CSTB2006,20210329,3.0,3.38,3.0,3.38,160400
CSTB2007,20210329,4.0,4.19,4.0,4.16,543800
CSTB2010,20210329,3.81,4.0,3.73,3.95,180000
CSTB2012,20210329,5.95,6.01,5.86,6.0,206600
CSTB2014,20210329,7.5,7.58,7.33,7.58,141700
CSTB2016,20210329,2.75,2.8,2.7,2.8,144100
CSTB2017,20210329,4.01,4.5,4.01,4.1,155400
CSTB2101,20210329,2.2,2.24,2.2,2.24,22300
CSTB2102,20210329,3.2,3.38,3.2,3.33,91800
CSTB2103,20210329,2.51,2.53,2.43,2.53,139300
CTCB2010,20210329,8.95,8.97,8.85,8.97,148000
CTCB2012,20210329,18.29,18.55,18.0,18.51,164000
CTCB2013,20210329,16.7,16.74,16.6,16.74,115200
CTCB2101,20210329,12.5,12.7,12.3,12.55,24600
CTCB2102,20210329,4.52,4.52,4.4,4.52,33100
CTCB2103,20210329,5.28,5.5,5.27,5.4,130100
CVPB2011,20210329,9.93,10.33,9.91,10.33,6000
CVPB2012,20210329,9.97,11.31,9.97,11.3,26900
CVPB2013,20210329,15.1,16.3,15.1,16.3,3500
CVPB2015,20210329,18.23,19.32,18.18,19.32,21400
CVPB2016,20210329,16.58,17.68,16.57,17.68,55200
CVPB2017,20210329,1.21,1.42,1.21,1.35,158400
CVPB2101,20210329,4.55,4.55,4.48,4.53,14500
CVPB2102,20210329,4.6,4.8,4.6,4.7,34500
CVPB2103,20210329,5.05,5.3,4.9,5.26,98900
VPB,20210326,43.25,43.6,41.5,43.4,3505000
VIB,20210326,43.1,43.8,42.0,43.25,629900
VCB,20210326,95.0,95.5,93.7,94.9,1196800
TPB,20210326,26.75,26.9,25.7,26.7,5041800
TCB,20210326,39.15,39.65,38.4,39.4,10188400
SSB,20210326,23.05,23.05,23.05,23.05,1078500
STB,20210326,18.75,19.1,18.3,18.95,23365100
OCB,20210326,23.5,23.7,22.5,23.55,6985600
LPB,20210326,15.9,15.95,15.0,15.75,9285000
MBB,20210326,27.3,27.75,26.75,27.5,14311100
MSB,20210326,21.75,21.8,20.9,21.75,4614500
HDB,20210326,25.5,25.95,24.8,25.75,4007600
EIB,20210326,19.0,19.0,18.2,19.0,274500
CTG,20210326,39.3,39.8,37.8,39.05,16252400
BID,20210326,41.95,42.4,40.5,42.1,2445100
ACB,20210326,32.0,32.45,31.35,32.45,7931700
CEIB2001,20210326,0.45,0.45,0.34,0.42,55900
CHDB2007,20210326,3.0,3.1,2.71,3.1,380700
CHDB2008,20210326,2.1,2.1,1.61,2.0,310400
CHDB2101,20210326,1.48,1.72,1.48,1.7,28000
CMBB2008,20210326,11.65,11.75,10.83,11.52,53000
CMBB2009,20210326,6.54,6.54,6.03,6.03,14300
CMBB2010,20210326,12.0,12.09,11.2,11.7,146200
CMBB2101,20210326,3.45,3.45,2.7,3.24,167100
CSTB2006,20210326,3.04,3.07,2.78,3.0,69000
CSTB2007,20210326,3.97,4.11,3.79,4.0,425900
CSTB2010,20210326,3.66,3.74,3.55,3.74,96800
CSTB2011,20210326,3.9,4.5,3.9,4.09,323400
CSTB2012,20210326,5.67,5.88,5.67,5.78,328100
CSTB2014,20210326,7.3,7.36,7.05,7.33,116800
CSTB2016,20210326,2.7,2.7,2.51,2.7,69300
CSTB2017,20210326,3.75,4.2,3.75,4.08,38500
CSTB2101,20210326,1.78,2.27,1.78,2.24,21300
CSTB2102,20210326,3.1,3.35,3.05,3.26,80300
CSTB2103,20210326,2.3,2.52,2.3,2.49,141900
CTCB2009,20210326,17.0,17.4,16.31,17.21,68100
CTCB2010,20210326,8.94,8.95,8.0,8.9,163200
CTCB2012,20210326,18.1,18.37,17.2,18.01,245500
CTCB2013,20210326,16.6,16.7,15.81,16.26,396500
CTCB2101,20210326,12.4,12.7,11.8,12.4,96800
CTCB2102,20210326,4.5,4.59,4.2,4.3,62400
CTCB2103,20210326,5.39,5.39,5.0,5.28,291200
CVPB2010,20210326,19.31,19.31,18.01,19.01,7000
CVPB2011,20210326,9.53,10.0,8.93,10.0,21200
CVPB2012,20210326,9.97,9.97,9.97,9.97,8000
CVPB2013,20210326,15.7,15.7,14.0,15.0,20600
CVPB2015,20210326,18.26,18.26,16.8,17.43,215500
CVPB2016,20210326,16.74,16.74,15.79,15.79,20200
CVPB2017,20210326,1.23,1.29,1.08,1.29,108200
CVPB2101,20210326,4.52,4.52,4.0,4.52,51500
CVPB2102,20210326,4.72,4.98,4.42,4.6,95000
CVPB2103,20210326,4.7,5.2,4.7,5.18,77700
VIB,20210325,43.8,43.9,43.0,43.1,949400
VPB,20210325,44.1,44.3,43.1,43.25,2258200
VCB,20210325,94.7,96.0,94.5,95.1,1160300
TPB,20210325,27.2,27.45,26.75,26.9,5221400
TCB,20210325,39.4,39.8,39.2,39.35,10420800
SSB,20210325,21.55,21.55,21.55,21.55,1464100
STB,20210325,18.6,19.05,18.45,18.75,28724300
OCB,20210325,24.2,24.2,23.55,23.55,3602200
LPB,20210325,16.1,16.2,15.85,15.95,9473900
MBB,20210325,27.7,28.0,27.5,27.55,13199800
MSB,20210325,21.45,22.0,21.45,21.75,5718400
HDB,20210325,25.5,25.9,25.4,25.6,4130500
EIB,20210325,18.3,19.15,18.3,19.0,512200
CTG,20210325,39.5,40.15,38.9,39.4,14674100
ACB,20210325,32.45,32.6,31.9,32.05,8322000
BID,20210325,42.5,42.95,41.95,42.25,2369000
CEIB2001,20210325,0.3,0.46,0.3,0.46,92100
CHDB2007,20210325,2.89,3.0,2.86,3.0,444300
CHDB2008,20210325,2.01,2.01,1.75,1.96,297400
CHDB2101,20210325,1.63,1.65,1.6,1.62,76400
CMBB2008,20210325,12.69,12.69,11.5,11.58,49400
CMBB2009,20210325,6.0,6.55,6.0,6.54,148600
CMBB2010,20210325,12.1,12.31,12.0,12.0,128100
CMBB2101,20210325,3.45,3.55,3.43,3.43,200300
CSTB2006,20210325,2.88,3.1,2.79,3.1,215800
CSTB2007,20210325,3.98,4.09,3.82,3.9,636300
CSTB2010,20210325,3.7,3.95,3.47,3.7,142800
CSTB2011,20210325,3.99,4.47,3.99,4.22,310500
CSTB2012,20210325,5.76,6.01,5.43,5.67,150600
CSTB2014,20210325,7.11,7.47,6.9,7.2,244100
CSTB2016,20210325,2.55,2.76,2.5,2.5,189300
CSTB2017,20210325,4.0,4.2,3.85,4.1,48400
CSTB2101,20210325,2.3,2.34,2.0,2.28,56500
CSTB2102,20210325,3.25,3.38,3.02,3.2,91800
CSTB2103,20210325,2.5,2.54,2.4,2.53,279800
CTCB2009,20210325,17.59,17.77,16.98,16.98,31900
CTCB2010,20210325,8.9,9.11,8.79,9.05,98100
CTCB2012,20210325,18.7,18.8,18.1,18.1,236400
CTCB2013,20210325,17.03,17.13,16.43,16.61,141200
CTCB2101,20210325,12.7,12.9,12.4,12.5,28800
CTCB2102,20210325,4.64,4.7,4.58,4.59,81200
CTCB2103,20210325,5.47,5.56,5.1,5.5,343200
CVPB2010,20210325,19.23,19.62,19.13,19.13,2700
CVPB2011,20210325,9.8,10.2,9.59,10.0,40200
CVPB2012,20210325,10.14,10.41,10.14,10.41,2300
CVPB2013,20210325,16.0,16.2,15.6,16.2,7500
CVPB2015,20210325,18.5,18.87,18.5,18.86,24200
CVPB2016,20210325,16.79,17.39,16.79,17.21,13000
CVPB2017,20210325,1.29,1.3,1.22,1.3,94900
CVPB2101,20210325,4.58,4.6,4.4,4.49,104400
CVPB2102,20210325,4.75,4.95,4.56,4.8,109100
CVPB2103,20210325,4.91,5.29,4.91,5.21,75300
VPB,20210324,43.85,44.3,43.0,44.1,3766600
VCB,20210324,95.0,95.9,94.1,94.7,1422500
VIB,20210324,44.1,44.5,43.6,43.8,743900
TPB,20210324,27.8,28.2,26.9,26.95,6669100
TCB,20210324,39.8,40.45,39.3,39.3,13792100
SSB,20210324,20.15,20.15,20.15,20.15,6007500
STB,20210324,18.55,18.85,18.3,18.4,22973200
LPB,20210324,16.0,16.3,15.95,16.0,9246200
MBB,20210324,28.0,28.15,27.4,27.6,16076400
MSB,20210324,21.5,22.5,21.2,22.0,6169500
OCB,20210324,24.2,24.6,23.75,23.85,3882000
HDB,20210324,26.1,26.3,25.0,25.5,5338200
CTG,20210324,40.0,40.45,38.9,39.0,18260600
EIB,20210324,18.15,18.8,18.15,18.5,612100
BID,20210324,43.0,43.3,41.9,42.15,3341900
ACB,20210324,32.4,32.75,32.05,32.45,9941600
CEIB2001,20210324,0.49,0.49,0.35,0.39,73200
CHDB2007,20210324,3.09,3.12,2.88,2.88,676200
CHDB2008,20210324,2.11,2.18,1.93,1.96,111400
CHDB2101,20210324,1.79,1.79,1.61,1.64,24900
CMBB2008,20210324,12.3,12.3,11.53,11.53,5600
CMBB2009,20210324,6.64,6.64,6.0,6.0,54000
CMBB2010,20210324,13.09,13.09,12.01,12.06,73200
CMBB2101,20210324,3.5,3.7,3.45,3.45,176600
CSTB2006,20210324,2.86,2.94,2.82,2.82,49500
CSTB2007,20210324,4.0,4.0,3.82,3.82,444500
CSTB2010,20210324,3.78,3.8,3.6,3.7,69600
CSTB2011,20210324,4.03,4.28,3.99,4.0,165800
CSTB2012,20210324,5.51,5.81,5.51,5.66,20000
CSTB2014,20210324,7.2,7.34,7.0,7.11,289900
CSTB2016,20210324,2.3,2.75,2.3,2.55,151800
CSTB2017,20210324,3.94,4.1,3.6,3.8,70900
CSTB2101,20210324,2.25,2.38,2.1,2.3,62400
CSTB2102,20210324,3.2,3.3,3.05,3.1,96500
CSTB2103,20210324,2.54,2.58,2.47,2.5,387000
CTCB2009,20210324,17.9,18.01,17.4,17.4,5700
CTCB2010,20210324,8.35,9.45,8.35,9.24,18500
CTCB2012,20210324,19.0,19.29,18.4,18.6,312300
CTCB2013,20210324,17.2,17.58,17.08,17.09,117100
CTCB2101,20210324,13.5,13.5,12.48,12.8,332100
CTCB2102,20210324,4.85,4.85,4.63,4.64,114600
CTCB2103,20210324,5.86,5.86,5.45,5.59,312400
CVPB2010,20210324,19.43,19.44,19.41,19.44,3600
CVPB2011,20210324,10.21,10.21,10.05,10.05,14100
CVPB2012,20210324,10.6,10.6,10.6,10.6,100
CVPB2013,20210324,17.05,17.05,16.0,16.0,6700
CVPB2015,20210324,19.01,19.13,18.5,18.5,52400
CVPB2016,20210324,17.2,17.25,16.9,16.9,19400
CVPB2017,20210324,1.3,1.32,1.24,1.25,55200
CVPB2101,20210324,4.91,4.91,4.46,4.46,76700
CVPB2102,20210324,4.5,4.93,4.4,4.4,175700
CVPB2103,20210324,5.1,5.48,5.09,5.15,210900
VIB,20210323,45.15,45.2,43.0,44.5,609600
VPB,20210323,44.25,44.9,44.0,44.5,3984700
VCB,20210323,96.9,96.9,95.4,95.8,940800
TPB,20210323,28.7,28.9,28.0,28.3,4377900
TCB,20210323,41.1,41.4,40.4,40.45,12997700
STB,20210323,19.2,19.2,18.75,18.8,25297500
OCB,20210323,25.0,25.2,24.25,24.6,4736400
LPB,20210323,16.35,16.5,16.2,16.25,12019100
MBB,20210323,28.65,28.7,28.25,28.35,15105300
MSB,20210323,21.9,21.9,21.25,21.5,6249400
HDB,20210323,26.95,26.95,26.3,26.5,3947000
EIB,20210323,19.3,19.35,18.55,19.0,769300
CTG,20210323,41.2,41.25,40.2,40.5,14649900
BID,20210323,44.5,44.55,43.1,43.7,4549300
ACB,20210323,33.55,33.55,32.8,33.0,10347000
CEIB2001,20210323,0.5,0.5,0.38,0.48,127800
CHDB2007,20210323,3.37,3.37,3.19,3.19,601400
CHDB2008,20210323,2.17,2.17,2.04,2.17,329900
CHDB2101,20210323,1.88,1.88,1.79,1.79,3600
CMBB2008,20210323,12.68,12.77,12.64,12.64,110500
CMBB2009,20210323,7.02,7.03,6.8,6.8,80100
CMBB2010,20210323,13.0,13.12,12.7,12.77,172500
CMBB2101,20210323,3.85,3.85,3.65,3.7,229800
CSTB2006,20210323,3.13,3.2,2.96,3.0,116800
CSTB2007,20210323,4.18,4.29,4.0,4.02,417800
CSTB2010,20210323,3.8,3.86,3.68,3.78,131500
CSTB2011,20210323,4.61,4.63,3.4,4.36,327900
CSTB2012,20210323,6.21,6.21,5.02,5.92,31800
CSTB2014,20210323,7.5,7.63,7.28,7.38,153300
CSTB2016,20210323,2.7,2.8,2.7,2.76,71500
CSTB2017,20210323,4.31,4.31,3.9,4.15,167900
CSTB2101,20210323,2.22,2.26,2.15,2.25,13300
CSTB2102,20210323,3.3,3.39,3.2,3.2,136200
CSTB2103,20210323,2.55,2.65,2.5,2.6,431500
CTCB2009,20210323,18.9,19.04,18.27,18.6,106900
CTCB2010,20210323,10.0,10.0,9.54,9.54,28400
CTCB2012,20210323,19.84,20.5,19.21,19.49,206400
CTCB2013,20210323,18.42,18.45,17.69,17.94,313900
CTCB2101,20210323,13.75,13.9,13.45,13.5,14600
CTCB2102,20210323,4.9,5.08,4.71,4.87,161600
CTCB2103,20210323,5.8,5.92,5.7,5.86,258600
CVPB2010,20210323,20.0,20.5,19.97,20.5,12200
CVPB2011,20210323,10.25,10.5,10.25,10.5,13600
CVPB2012,20210323,11.0,11.0,10.64,10.64,20000
CVPB2013,20210323,16.5,16.9,16.1,16.5,7800
CVPB2015,20210323,19.55,19.58,19.1,19.58,37600
CVPB2016,20210323,18.0,18.0,17.62,18.0,13400
CVPB2017,20210323,1.36,1.38,1.3,1.35,59200
CVPB2101,20210323,4.91,4.91,4.88,4.91,36100
CVPB2102,20210323,5.1,5.28,4.91,4.94,89200
CVPB2103,20210323,5.6,5.6,4.5,5.5,122200
VPB,20210322,45.1,45.2,44.3,44.9,4302500
VCB,20210322,96.0,97.5,95.4,97.0,1902000
VIB,20210322,46.0,46.1,45.1,45.15,712000
TPB,20210322,28.9,29.2,28.7,28.8,3471700
STB,20210322,19.7,19.7,19.15,19.2,32816300
TCB,20210322,42.0,42.0,41.15,41.3,10554500
MSB,20210322,22.35,22.35,21.6,22.0,5063200
OCB,20210322,25.0,25.4,24.9,25.2,4116600
LPB,20210322,16.4,16.9,16.25,16.3,13718400
MBB,20210322,29.2,29.25,28.5,28.65,15628700
EIB,20210322,19.9,19.9,19.15,19.35,355500
CTG,20210322,40.95,41.75,40.5,41.1,20682100
ACB,20210322,34.05,34.1,33.35,33.4,8706000
BID,20210322,45.0,45.0,44.5,44.65,2562800
CEIB2001,20210322,0.59,0.59,0.48,0.5,121400
CHDB2007,20210322,3.41,3.43,3.33,3.39,329900
CHDB2008,20210322,2.24,2.24,2.14,2.2,263800
CHDB2101,20210322,1.85,1.88,1.8,1.8,14200
CMBB2008,20210322,13.0,13.0,12.5,12.68,14900
CMBB2009,20210322,7.3,7.31,6.96,7.1,65200
CMBB2010,20210322,13.6,13.6,13.0,13.17,117500
CMBB2101,20210322,3.85,3.97,3.78,3.8,228600
CSTB2006,20210322,3.26,3.28,3.16,3.17,88900
CSTB2007,20210322,4.3,4.37,4.2,4.37,391100
CSTB2010,20210322,3.87,3.97,3.8,3.81,247400
CSTB2011,20210322,4.85,4.94,4.62,4.69,163100
CSTB2012,20210322,6.49,6.57,6.28,6.28,18100
CSTB2014,20210322,7.8,7.9,7.6,7.68,193800
CSTB2016,20210322,2.78,2.88,2.72,2.88,80800
CSTB2017,20210322,4.4,4.46,4.25,4.31,52700
CSTB2101,20210322,2.37,2.41,2.07,2.41,17400
CSTB2102,20210322,3.4,3.4,3.21,3.3,121600
CSTB2103,20210322,2.65,2.7,2.45,2.65,575200
CTCB2009,20210322,19.0,19.0,18.5,18.9,16200
CTCB2010,20210322,10.2,10.22,9.87,10.07,141500
CTCB2012,20210322,20.8,20.8,19.83,20.44,146100
CTCB2013,20210322,19.05,19.12,18.3,18.56,247300
CTCB2101,20210322,13.75,14.0,13.75,13.9,21000
CTCB2102,20210322,5.2,5.2,4.25,5.08,99500
CTCB2103,20210322,6.02,6.13,5.6,5.94,371700
CVPB2010,20210322,20.0,20.15,19.91,20.15,4500
CVPB2011,20210322,10.64,10.64,10.34,10.44,6300
CVPB2012,20210322,11.04,11.04,11.04,11.04,300
CVPB2013,20210322,17.6,19.05,17.1,17.1,5800
CVPB2015,20210322,20.0,20.02,19.48,19.83,28700
CVPB2016,20210322,18.4,18.52,17.66,18.06,18400
CVPB2017,20210322,1.43,1.45,1.38,1.39,82000
CVPB2101,20210322,5.01,5.12,4.81,4.91,31200
CVPB2102,20210322,5.45,5.45,5.08,5.13,235900
CVPB2103,20210322,5.7,5.7,5.54,5.61,300600
HDB,20210322,27.15,27.15,26.7,26.95,3963200
VIB,20210319,45.75,45.8,45.6,45.7,657700
VPB,20210319,45.2,45.65,44.8,45.2,2892600
VCB,20210319,97.1,97.1,94.2,94.2,1595700
TPB,20210319,29.0,29.25,28.65,28.9,6947000
